1.0000,75.5633,98.0180,7.4263
2.0000,68.4941,91.4252,7.1035
3.0000,60.7878,83.9208,6.7546
4.0000,56.6027,75.6380,6.3655
5.0000,49.5238,67.3842,6.0449
6.0000,43.3934,59.5622,5.7960
7.0000,37.8247,52.7024,5.6466
8.0000,35.2943,47.4112,5.5966
9.0000,32.8258,43.9140,5.5464
10.0000,29.4214,42.0337,5.5020
11.0000,32.7732,41.4277,5.4976
12.0000,34.9911,41.2925,5.5016
13.0000,39.8133,41.1090,5.4849
14.0000,35.7667,40.9221,5.4568
15.0000,32.8356,41.0056,5.4396
16.0000,34.1289,41.5880,5.4349
17.0000,28.2850,42.7421,5.4490
18.0000,31.7735,44.2697,5.4680
19.0000,28.6966,45.8378,5.4852
20.0000,29.5667,47.2662,5.4956
21.0000,25.7229,48.3005,5.4944
22.0000,27.2832,48.7121,5.4828
23.0000,30.2485,48.6781,5.4703
24.0000,27.5969,48.0478,5.4460
25.0000,25.7571,46.8226,5.4190
26.0000,29.1868,45.2269,5.3893
27.0000,26.8786,43.4342,5.3564
28.0000,30.8962,41.7768,5.3159
29.0000,24.1311,40.4733,5.2737
30.0000,24.6457,39.6617,5.2394
31.0000,24.4435,39.0376,5.2065
32.0000,25.2024,38.7225,5.1829
33.0000,28.6436,38.5845,5.1602
34.0000,28.4089,38.6326,5.1444
35.0000,25.8010,38.9816,5.1320
36.0000,25.1024,39.5162,5.1183
37.0000,19.4699,40.0064,5.1020
38.0000,21.5012,40.5129,5.0896
39.0000,22.9706,40.7632,5.0886
40.0000,20.6626,40.7146,5.0768
41.0000,23.5960,40.1373,5.0434
42.0000,20.5705,39.0819,4.9898
43.0000,19.3593,37.7264,4.9156
44.0000,20.2525,36.5808,4.8542
45.0000,21.1338,35.6790,4.8040
46.0000,16.3010,35.1268,4.7692
47.0000,18.9498,34.8759,4.7351
48.0000,15.3417,34.8110,4.7065
49.0000,18.8222,34.7776,4.6893
50.0000,15.9696,34.7336,4.6688
51.0000,19.8400,34.6781,4.6480
52.0000,14.9343,34.4398,4.6150
53.0000,17.9835,34.0436,4.5717
54.0000,15.2857,33.2088,4.5180
55.0000,18.2739,32.4566,4.4644
56.0000,17.9437,31.8823,4.4128
57.0000,15.2389,31.4051,4.3803
58.0000,14.6415,31.3555,4.3590
59.0000,13.4423,31.7085,4.3632
60.0000,15.7602,32.2629,4.3670
61.0000,15.2006,32.6139,4.3649
62.0000,15.3421,32.7296,4.3682
63.0000,13.0142,32.5012,4.3521
64.0000,10.1525,32.4172,4.3478
65.0000,13.8998,32.0155,4.3187
66.0000,13.4692,31.4224,4.2846
67.0000,11.6702,30.8470,4.2516
68.0000,14.4662,31.1312,4.2624
69.0000,13.1390,31.6067,4.2832
70.0000,14.2053,32.4119,4.3441
71.0000,11.2924,33.6750,4.4293
72.0000,12.0426,34.6072,4.4857
73.0000,15.5825,33.6595,4.4345
74.0000,10.7159,32.0728,4.3269
75.0000,15.5767,30.8442,4.2547
76.0000,13.8090,30.6788,4.2552
77.0000,15.4912,30.8807,4.2655
78.0000,12.3015,31.5944,4.3045
79.0000,10.1148,32.7108,4.3860
80.0000,13.6811,33.6158,4.4489
81.0000,13.0622,33.7995,4.4622
82.0000,12.4906,33.3772,4.4381
83.0000,13.1233,32.2073,4.3684
84.0000,11.3599,31.4387,4.3138
85.0000,14.3971,31.1712,4.3021
86.0000,9.9780,31.3165,4.3074
87.0000,14.3096,32.3150,4.3876
88.0000,11.1006,33.4039,4.4537
89.0000,11.8111,34.5999,4.5230
90.0000,13.3611,34.0578,4.4940
91.0000,11.9377,32.9102,4.4371
92.0000,14.3386,32.0291,4.3852
93.0000,13.7836,31.6715,4.3585
94.0000,13.8630,31.5062,4.3441
95.0000,11.3295,31.5759,4.3509
96.0000,9.9119,31.9514,4.3815
97.0000,11.5382,32.4761,4.4162
98.0000,11.4815,33.2919,4.4624
99.0000,12.4117,33.8942,4.4932
100.0000,10.3593,33.7547,4.4861
101.0000,12.7042,33.5139,4.4746
102.0000,14.0597,33.2550,4.4652
103.0000,10.4156,32.5015,4.4231
104.0000,12.9491,32.6655,4.4357
