1.0000,78.6420,94.7382,7.2695
2.0000,64.4488,76.0598,6.3371
3.0000,50.6514,55.4330,5.5127
4.0000,35.4208,40.5342,5.1523
5.0000,27.8401,44.9246,5.8554
6.0000,37.3189,43.4854,5.7334
7.0000,36.5238,39.7093,5.2569
8.0000,27.8797,40.9748,5.1178
9.0000,24.5510,45.0488,5.2248
10.0000,25.6075,48.0126,5.2983
11.0000,30.0740,48.6967,5.3103
12.0000,28.8297,47.1819,5.2671
13.0000,27.2349,44.2673,5.1730
14.0000,25.8859,41.3220,5.0832
15.0000,24.4432,39.4102,5.0349
16.0000,23.1016,38.8101,5.0926
17.0000,25.0264,38.8158,5.1336
18.0000,27.2044,38.7068,5.0775
19.0000,26.3541,38.8911,4.9991
20.0000,24.9538,39.8280,4.9873
21.0000,25.2014,41.3137,5.0218
22.0000,22.8524,42.5151,5.0425
23.0000,25.3621,42.8792,5.0396
24.0000,24.1914,42.1967,5.0125
25.0000,22.5853,40.9132,4.9712
26.0000,24.4823,39.5726,4.9330
27.0000,23.7216,38.7546,4.9214
28.0000,22.6329,38.3555,4.9206
29.0000,23.8142,38.4223,4.9029
30.0000,23.8996,38.8722,4.8958
31.0000,23.9275,39.6156,4.8857
32.0000,21.9551,40.1519,4.8770
33.0000,22.6847,40.0902,4.8675
34.0000,21.8686,39.3287,4.8542
35.0000,20.5683,38.6740,4.8421
36.0000,21.0706,38.3061,4.8307
37.0000,22.1544,38.4576,4.8248
38.0000,20.8047,38.6475,4.8175
39.0000,20.9751,39.3517,4.8171
40.0000,20.2325,40.0919,4.8198
41.0000,18.8179,40.2407,4.8200
42.0000,20.8825,39.8224,4.8174
43.0000,21.1376,39.3771,4.8140
44.0000,20.1872,39.6327,4.8203
45.0000,21.7244,40.5041,4.8310
46.0000,18.9837,41.3025,4.8405
47.0000,20.2774,41.0812,4.8478
48.0000,22.4180,40.8114,4.8640
49.0000,19.5767,40.8871,4.8889
50.0000,20.7153,40.8619,4.9205
51.0000,19.3591,40.9675,4.9434
52.0000,18.8451,41.2713,4.9577
53.0000,19.0029,41.6982,4.9645
54.0000,19.9357,41.7719,4.9836
55.0000,18.3869,42.7436,4.9703
56.0000,18.8502,42.5098,4.9979
57.0000,18.5946,42.0420,5.0373
58.0000,19.6245,41.7501,5.0576
59.0000,20.9229,42.7262,5.0159
60.0000,19.5524,42.0976,5.0443
61.0000,18.2348,41.9087,5.0532
62.0000,19.2250,41.9412,5.0531
63.0000,18.8111,42.2490,5.0472
64.0000,16.7707,41.9023,5.0748
65.0000,18.2664,42.5960,5.0462
66.0000,18.9307,42.5884,5.0496
67.0000,17.5940,41.6079,5.1052
68.0000,17.1085,42.1881,5.0824
69.0000,18.0419,42.8501,5.0609
70.0000,18.4052,43.6934,5.0395
71.0000,17.6984,42.8226,5.0655
72.0000,18.5438,41.9916,5.0882
73.0000,19.2875,41.5644,5.1062
74.0000,18.0945,42.1120,5.0855
75.0000,16.3090,43.2005,5.0523
76.0000,17.0548,41.6681,5.1042
77.0000,16.9226,41.6216,5.1163
78.0000,18.6195,44.9871,5.0394
79.0000,16.7608,42.5387,5.0928
80.0000,16.2974,41.0522,5.1910
81.0000,19.5677,44.3220,5.0593
82.0000,18.4133,47.1424,5.1338
83.0000,17.7292,42.3370,5.1076
84.0000,15.9334,40.6607,5.2037
85.0000,17.9730,41.6198,5.1215
86.0000,17.0197,46.6765,5.1383
87.0000,17.1890,44.7888,5.0718
88.0000,16.6367,41.7759,5.1104
